,platform,year,genre,publisher,na_sales,global_sales
13121,23,1995.0,10,347,0.0,0.05
13122,26,2009.0,10,67,0.0,0.05
13123,18,2015.0,1,381,0.0,0.05
13124,30,2015.0,0,286,0.02,0.05
13125,15,1999.0,0,12,0.03,0.05
13126,17,2013.0,10,499,0.0,0.05
13127,13,2009.0,6,91,0.0,0.05
13128,4,2012.0,0,347,0.0,0.05
13129,6,2003.0,0,355,0.04,0.05
13130,26,2007.0,1,566,0.04,0.05
13131,20,2013.0,7,362,0.0,0.05
13132,4,2006.0,2,296,0.05,0.05
13133,7,2002.0,10,487,0.04,0.05
13134,13,2010.0,8,303,0.0,0.05
13135,4,2010.0,1,347,0.0,0.05
13136,4,2008.0,4,232,0.05,0.05
13137,6,2002.0,5,296,0.04,0.05
13138,18,2015.0,0,85,0.0,0.05
13139,13,2004.0,11,487,0.01,0.05
13140,19,2006.0,1,347,0.0,0.05
13141,23,1994.0,3,533,0.0,0.05
13142,19,2010.0,1,7,0.0,0.05
13143,4,2011.0,5,528,0.0,0.05
13144,15,1996.0,1,413,0.03,0.05
13145,17,2008.0,3,187,0.05,0.05
13146,6,2003.0,5,21,0.04,0.05
13147,23,1993.0,10,332,0.0,0.05
13148,28,2014.0,0,499,0.03,0.05
13149,16,2004.0,1,499,0.0,0.05
13150,7,2005.0,4,198,0.04,0.05
13151,13,2006.0,6,138,0.0,0.05
13152,19,2006.0,10,348,0.05,0.05
13153,4,2008.0,4,524,0.03,0.05
13154,26,2009.0,10,460,0.05,0.05
13155,2,2012.0,0,281,0.0,0.05
13157,28,2012.0,10,323,0.02,0.05
13158,19,2010.0,1,14,0.0,0.05
13159,6,2005.0,0,564,0.04,0.05
13160,4,2006.0,0,182,0.04,0.05
13161,16,2006.0,1,275,0.0,0.05
13162,19,2010.0,7,461,0.0,0.05
13163,26,2011.0,3,347,0.04,0.05
13164,16,2007.0,2,445,0.0,0.05
13165,4,2006.0,3,275,0.0,0.05
13166,16,2001.0,4,324,0.02,0.05
13167,13,2001.0,11,543,0.0,0.05
13168,2,2013.0,7,464,0.0,0.05
13169,21,1995.0,5,445,0.0,0.05
13170,18,2016.0,10,160,0.0,0.05
13171,15,1996.0,8,347,0.0,0.05
13172,7,2003.0,0,269,0.04,0.05
13173,4,2008.0,3,522,0.05,0.05
13174,30,2016.0,6,328,0.02,0.05
13175,28,2007.0,10,445,0.03,0.05
13176,16,2000.0,9,275,0.0,0.05
13177,4,2007.0,11,275,0.0,0.05
13178,16,2006.0,6,198,0.02,0.05
13179,13,2003.0,9,323,0.02,0.05
13180,16,2001.0,4,128,0.02,0.05
13181,13,2009.0,8,91,0.01,0.05
13182,16,2007.0,1,6,0.0,0.05
13183,26,2007.0,3,490,0.05,0.05
13184,4,2008.0,3,509,0.04,0.05
13185,29,2003.0,8,487,0.04,0.05
13186,16,2001.0,9,275,0.0,0.05
13187,4,2008.0,3,64,0.0,0.05
13188,2,2012.0,0,191,0.0,0.05
13189,13,2009.0,0,21,0.02,0.05
13190,26,2012.0,3,359,0.0,0.05
13191,19,2006.0,6,21,0.04,0.05
13192,6,2004.0,0,221,0.03,0.05
13193,4,2008.0,3,275,0.0,0.05
13194,26,2006.0,0,325,0.04,0.05
13195,19,2011.0,7,362,0.0,0.05
13196,7,2002.0,10,543,0.04,0.05
13197,13,2010.0,3,547,0.05,0.05
13198,6,2002.0,3,232,0.03,0.05
13199,16,2011.0,10,493,0.02,0.05
13200,6,2004.0,3,296,0.03,0.05
13201,15,2000.0,10,241,0.03,0.05
13202,17,2010.0,1,37,0.0,0.05
13203,4,2008.0,1,499,0.0,0.05
13204,15,1998.0,3,179,0.0,0.05
13205,26,2006.0,11,347,0.0,0.05
13206,4,2008.0,9,122,0.05,0.05
13207,6,2001.0,5,524,0.03,0.05
13208,4,2010.0,2,460,0.05,0.05
13209,17,2013.0,0,109,0.02,0.05
13210,6,2002.0,5,17,0.03,0.05
13211,16,2001.0,6,508,0.02,0.05
13212,26,2011.0,8,381,0.04,0.05
13213,3,1999.0,10,445,0.0,0.05
13214,4,2007.0,1,275,0.0,0.05
13215,30,2015.0,0,499,0.03,0.05
13216,21,1996.0,8,55,0.0,0.05
13217,7,2005.0,3,23,0.04,0.05
13218,23,1995.0,8,275,0.0,0.05
13219,23,1995.0,3,491,0.0,0.05
13220,26,2010.0,10,514,0.02,0.05
13221,16,2010.0,10,275,0.0,0.05
13222,15,1995.0,4,520,0.03,0.05
13223,4,2011.0,5,470,0.04,0.05
13224,19,2008.0,7,230,0.04,0.05
13225,13,2003.0,6,138,0.0,0.05
13226,2,2015.0,0,30,0.0,0.05
13227,6,2002.0,8,60,0.03,0.05
13228,13,2010.0,11,496,0.0,0.05
13229,13,1998.0,11,21,0.0,0.05
13230,16,2008.0,1,560,0.0,0.05
13231,4,2007.0,4,487,0.04,0.05
13232,17,2016.0,10,493,0.03,0.05
13233,19,2009.0,7,230,0.04,0.05
13234,16,2005.0,7,347,0.02,0.05
13235,21,1995.0,1,448,0.0,0.05
13236,16,2004.0,10,455,0.02,0.05
13237,6,2006.0,0,487,0.03,0.05
13238,16,2002.0,7,230,0.0,0.05
13239,4,2008.0,3,492,0.0,0.05
13240,16,2007.0,11,499,0.01,0.05
13241,23,1996.0,10,224,0.0,0.05
13242,3,2001.0,2,85,0.0,0.05
13243,21,1994.0,2,445,0.0,0.05
13244,29,2005.0,0,275,0.04,0.05
13245,4,2007.0,1,275,0.0,0.05
13246,20,2013.0,4,480,0.02,0.05
13247,29,2005.0,10,138,0.04,0.05
13248,6,2003.0,6,21,0.03,0.05
13249,29,2005.0,3,142,0.04,0.05
13250,13,2004.0,8,524,0.0,0.05
13251,15,1998.0,4,133,0.03,0.05
13252,19,2006.0,0,499,0.04,0.05
13253,4,2011.0,1,347,0.0,0.05
13254,16,2007.0,7,55,0.0,0.05
13255,23,1995.0,5,410,0.0,0.05
13256,4,2007.0,5,232,0.04,0.05
13257,6,2001.0,10,467,0.03,0.05
13258,7,2005.0,6,21,0.04,0.05
13259,28,2008.0,0,23,0.04,0.05
13260,18,2015.0,7,347,0.0,0.05
13261,19,2006.0,4,85,0.0,0.05
13262,16,2006.0,10,138,0.02,0.05
13263,29,2004.0,0,323,0.04,0.05
13264,28,2008.0,10,349,0.04,0.05
13265,7,2002.0,10,138,0.04,0.05
13266,29,2004.0,6,91,0.04,0.05
13267,20,2016.0,0,347,0.0,0.05
13268,19,2011.0,7,347,0.0,0.05
13269,13,2010.0,9,390,0.0,0.05
13270,15,1995.0,5,313,0.03,0.05
13271,4,2011.0,10,275,0.0,0.05
13272,15,1999.0,11,499,0.03,0.05
13273,2,2013.0,1,347,0.0,0.05
13274,13,2009.0,10,138,0.0,0.05
13275,19,2013.0,3,230,0.0,0.05
13276,29,2005.0,6,564,0.04,0.05
13277,16,2008.0,3,210,0.0,0.05
13279,7,2003.0,10,53,0.04,0.05
13280,15,1996.0,10,203,0.03,0.05
13281,19,2007.0,10,347,0.01,0.05
13282,19,2012.0,1,230,0.0,0.05
13283,4,2008.0,0,275,0.0,0.05
13284,7,2003.0,7,487,0.04,0.05
13285,18,2015.0,0,120,0.0,0.05
13286,17,2010.0,8,99,0.04,0.05
13287,13,2000.0,9,138,0.01,0.05
13288,30,2015.0,7,120,0.04,0.05
13289,4,2008.0,9,524,0.04,0.05
13290,17,2012.0,8,85,0.0,0.05
13291,16,2007.0,7,499,0.0,0.05
13292,4,2009.0,5,51,0.03,0.05
13293,4,2009.0,1,304,0.04,0.05
13294,4,2008.0,1,564,0.04,0.05
13295,6,2001.0,10,275,0.03,0.05
13296,4,2008.0,0,347,0.0,0.05
13297,13,2013.0,8,6,0.04,0.05
13298,13,2015.0,11,265,0.0,0.05
13299,17,2015.0,10,69,0.0,0.05
13300,4,2010.0,10,470,0.04,0.05
13301,13,2006.0,11,487,0.0,0.05
13302,28,2011.0,3,292,0.04,0.05
13303,4,2008.0,3,430,0.04,0.05
13304,2,2013.0,0,85,0.0,0.05
13305,6,2002.0,2,17,0.03,0.05
13306,13,2007.0,9,524,0.0,0.05
13307,16,2004.0,10,255,0.02,0.05
13308,6,2002.0,6,53,0.03,0.05
13309,4,2008.0,7,472,0.04,0.05
13310,29,2002.0,2,323,0.04,0.05
13311,8,1993.0,7,445,0.0,0.05
13312,28,2010.0,6,323,0.0,0.05
13313,29,2004.0,8,198,0.04,0.05
13314,26,2009.0,1,359,0.0,0.05
13315,15,1998.0,11,499,0.03,0.05
13316,17,2011.0,1,37,0.0,0.05
13317,19,2011.0,1,347,0.0,0.05
13318,16,2006.0,0,347,0.0,0.05
13319,7,2005.0,4,275,0.04,0.05
13320,19,2006.0,1,347,0.04,0.05
13321,13,2011.0,10,222,0.0,0.05
13322,4,2009.0,9,120,0.04,0.05
13323,26,2006.0,3,21,0.04,0.05
13324,17,2011.0,3,70,0.01,0.05
13325,29,2005.0,8,296,0.04,0.05
13326,17,2013.0,1,455,0.0,0.05
13327,26,2007.0,6,318,0.04,0.05
13328,26,2007.0,10,460,0.04,0.05
13329,13,2001.0,9,323,0.0,0.05
13330,29,2002.0,7,55,0.0,0.05
13331,15,1995.0,8,138,0.03,0.05
13332,15,2001.0,7,306,0.03,0.05
13333,4,2006.0,5,53,0.04,0.05
13334,19,2006.0,10,23,0.04,0.05
13335,26,2006.0,9,275,0.03,0.05
13336,17,2015.0,1,37,0.0,0.05
13337,4,2009.0,0,324,0.0,0.05
13338,13,2007.0,11,487,0.0,0.05
13339,29,2002.0,0,255,0.03,0.05
13340,13,2015.0,6,91,0.0,0.05
13341,26,2011.0,11,347,0.0,0.05
13342,4,2008.0,7,464,0.0,0.05
13343,4,2010.0,6,524,0.04,0.05
13344,26,2008.0,3,296,0.04,0.05
13345,4,2005.0,5,53,0.04,0.05
13346,18,2015.0,1,501,0.04,0.05
13347,15,2001.0,8,347,0.03,0.05
13348,19,2006.0,7,275,0.04,0.05
13349,4,2011.0,0,347,0.0,0.05
13350,15,1996.0,1,138,0.03,0.05
13351,7,2003.0,2,543,0.04,0.05
13352,26,2007.0,9,6,0.04,0.05
13353,4,2008.0,1,109,0.04,0.05
13354,28,2013.0,0,21,0.0,0.05
13355,28,2006.0,3,378,0.04,0.05
13356,28,2012.0,6,53,0.04,0.05
13357,7,2005.0,8,524,0.04,0.05
13358,13,2011.0,10,138,0.0,0.05
13359,29,2006.0,11,487,0.03,0.05
13360,4,2010.0,10,39,0.04,0.05
13361,20,2014.0,1,362,0.0,0.05
13362,4,2007.0,0,524,0.03,0.05
13363,10,1997.0,8,17,0.0,0.05
13364,20,2014.0,5,445,0.0,0.05
13365,19,2006.0,3,347,0.0,0.05
13366,16,2001.0,3,487,0.02,0.05
13367,7,2003.0,5,255,0.04,0.05
13368,13,2002.0,0,493,0.0,0.05
13369,28,2008.0,10,21,0.04,0.05
13370,17,2013.0,6,120,0.02,0.05
13371,26,2007.0,1,564,0.04,0.05
13372,26,2007.0,5,6,0.04,0.05
13373,20,2013.0,1,39,0.03,0.05
13374,13,2009.0,1,112,0.0,0.05
13375,20,2012.0,1,281,0.0,0.05
13376,19,2012.0,3,230,0.0,0.05
13377,19,2006.0,3,455,0.04,0.05
13378,4,2004.0,6,67,0.04,0.05
13379,20,2011.0,1,87,0.0,0.05
13380,29,2004.0,3,101,0.03,0.05
13381,4,2007.0,4,395,0.04,0.05
13382,15,1999.0,6,241,0.03,0.05
13383,26,2007.0,8,6,0.04,0.05
13384,7,2002.0,6,524,0.04,0.05
13385,4,2008.0,5,120,0.04,0.05
13386,26,2007.0,0,493,0.04,0.05
13387,7,2002.0,6,53,0.04,0.05
13388,16,2001.0,0,455,0.0,0.05
13389,28,2015.0,10,524,0.0,0.05
13390,29,2002.0,10,91,0.03,0.05
13391,20,2014.0,0,166,0.0,0.05
13392,6,2005.0,4,347,0.03,0.05
13393,4,2008.0,1,430,0.04,0.05
13394,19,2006.0,6,556,0.04,0.05
13395,28,2007.0,10,23,0.04,0.05
13396,19,2012.0,0,230,0.0,0.05
13397,2,2011.0,3,112,0.0,0.05
13398,4,2008.0,1,230,0.0,0.05
13399,4,2006.0,1,564,0.04,0.05
13400,28,2010.0,8,99,0.04,0.05
13401,19,2011.0,1,95,0.0,0.05
13402,20,2015.0,6,347,0.0,0.05
13403,13,2007.0,9,335,0.0,0.05
13404,15,1999.0,1,137,0.03,0.05
13405,2,2011.0,8,53,0.04,0.05
13406,13,2009.0,8,21,0.01,0.05
13407,2,2014.0,7,445,0.0,0.05
13408,20,2014.0,7,499,0.0,0.05
13409,19,2006.0,7,455,0.0,0.05
13410,15,2000.0,3,406,0.03,0.05
13411,17,2015.0,0,499,0.0,0.05
13412,28,2013.0,8,21,0.04,0.05
13413,29,2004.0,11,288,0.03,0.05
13414,17,2015.0,7,499,0.0,0.05
13415,21,1996.0,2,437,0.0,0.05
13416,19,2008.0,2,455,0.0,0.05
13417,6,2003.0,0,55,0.03,0.05
13418,13,2010.0,3,547,0.04,0.05
13419,4,2009.0,3,330,0.0,0.05
13420,29,2005.0,3,101,0.03,0.05
13421,15,2001.0,5,524,0.03,0.05
13422,16,2002.0,10,465,0.0,0.05
13423,29,2003.0,8,487,0.03,0.05
13424,4,2007.0,0,493,0.04,0.05
13425,4,2006.0,3,359,0.0,0.05
13426,19,2014.0,0,499,0.0,0.05
13427,4,2009.0,1,524,0.03,0.05
13428,13,2009.0,11,265,0.0,0.05
13429,4,2008.0,3,137,0.04,0.05
13430,13,2009.0,0,524,0.0,0.05
13431,29,2003.0,4,436,0.03,0.05
13432,26,2009.0,10,402,0.04,0.05
13433,2,2011.0,3,85,0.0,0.05
13434,10,1999.0,6,491,0.0,0.05
13435,18,2016.0,4,120,0.04,0.05
13436,13,2016.0,8,138,0.0,0.05
13437,17,2010.0,4,455,0.0,0.05
13438,6,2003.0,3,21,0.03,0.05
13439,28,2011.0,1,112,0.0,0.05
13440,4,2007.0,11,288,0.03,0.05
13441,2,2013.0,0,547,0.0,0.05
13442,13,2006.0,1,128,0.0,0.05
13443,15,1997.0,10,177,0.03,0.05
13444,4,2009.0,5,395,0.04,0.05
13445,20,2014.0,1,230,0.0,0.05
13446,29,2004.0,8,101,0.03,0.05
13447,4,2011.0,1,63,0.0,0.05
13448,4,2011.0,7,55,0.0,0.05
13449,7,2004.0,8,142,0.03,0.05
13450,27,2013.0,8,21,0.0,0.05
13451,16,2009.0,6,487,0.02,0.05
13452,22,1994.0,3,445,0.0,0.05
13453,15,1999.0,5,330,0.03,0.04
13454,13,2011.0,5,430,0.0,0.04
13455,4,2008.0,9,524,0.04,0.04
13456,4,2010.0,9,52,0.04,0.04
13457,4,2006.0,0,487,0.04,0.04
13458,15,1995.0,9,431,0.0,0.04
13459,6,2005.0,7,63,0.0,0.04
13460,16,2009.0,2,438,0.0,0.04
13461,16,2006.0,2,101,0.02,0.04
13462,19,2006.0,10,21,0.04,0.04
13463,4,2008.0,3,85,0.0,0.04
13464,16,2007.0,7,362,0.0,0.04
13465,13,2009.0,1,160,0.0,0.04
13466,4,2010.0,3,348,0.04,0.04
13467,26,2008.0,4,77,0.04,0.04
13468,16,2006.0,10,21,0.02,0.04
13469,21,1995.0,3,445,0.0,0.04
13470,19,2009.0,1,412,0.0,0.04
13471,16,2007.0,2,528,0.0,0.04
13472,4,2005.0,3,472,0.0,0.04
13473,20,2015.0,7,499,0.0,0.04
13474,6,2005.0,3,564,0.03,0.04
13475,20,2015.0,0,347,0.0,0.04
13476,7,2002.0,4,524,0.03,0.04
13478,15,1996.0,0,139,0.02,0.04
13479,26,2008.0,10,53,0.04,0.04
13480,4,2010.0,3,6,0.04,0.04
13481,4,2007.0,0,347,0.0,0.04
13482,26,2007.0,8,137,0.04,0.04
13483,13,2009.0,0,524,0.0,0.04
13484,20,2015.0,7,28,0.0,0.04
13485,26,2010.0,6,470,0.04,0.04
13486,29,2005.0,8,91,0.03,0.04
13487,18,2016.0,3,499,0.0,0.04
13488,15,2001.0,0,425,0.02,0.04
13489,4,2007.0,11,464,0.01,0.04
13490,30,2016.0,0,120,0.02,0.04
13491,4,2008.0,3,359,0.0,0.04
13492,17,2016.0,10,31,0.0,0.04
13493,6,2004.0,7,275,0.03,0.04
13494,13,2003.0,11,137,0.0,0.04
13495,4,2008.0,0,122,0.04,0.04
13496,2,2013.0,9,499,0.0,0.04
13497,15,1998.0,11,499,0.0,0.04
13498,15,1996.0,3,312,0.0,0.04
13499,13,2012.0,8,85,0.0,0.04
13500,6,2004.0,10,473,0.03,0.04
13501,6,2002.0,8,487,0.03,0.04
13502,4,2011.0,3,381,0.0,0.04
13503,19,2007.0,0,91,0.04,0.04
13504,13,2006.0,9,524,0.0,0.04
13505,26,2011.0,10,510,0.04,0.04
13506,29,2004.0,6,91,0.03,0.04
13507,16,2000.0,5,455,0.0,0.04
13508,18,2016.0,6,327,0.0,0.04
13509,19,2009.0,7,55,0.0,0.04
13510,6,2005.0,3,524,0.03,0.04
13511,16,2007.0,3,387,0.0,0.04
13512,15,1997.0,3,540,0.02,0.04
13513,4,2009.0,0,347,0.0,0.04
13514,16,2002.0,2,404,0.0,0.04
13515,4,2009.0,0,109,0.04,0.04
13516,4,2006.0,10,138,0.04,0.04
13517,26,2009.0,3,564,0.04,0.04
13518,19,2007.0,0,109,0.04,0.04
13519,16,2005.0,1,263,0.0,0.04
13520,20,2014.0,0,98,0.0,0.04
13521,7,2007.0,0,126,0.03,0.04
13522,4,2008.0,1,275,0.0,0.04
13523,26,2009.0,3,359,0.0,0.04
13524,17,2014.0,5,445,0.0,0.04
13525,9,1992.0,4,445,0.0,0.04
13526,29,2006.0,6,142,0.03,0.04
13527,16,2006.0,8,137,0.02,0.04
13528,16,2003.0,0,445,0.02,0.04
13529,30,2016.0,10,290,0.04,0.04
13530,6,2003.0,4,325,0.03,0.04
13531,17,2006.0,0,85,0.0,0.04
13532,19,2006.0,3,455,0.0,0.04
13533,26,2007.0,6,409,0.04,0.04
13534,7,2004.0,8,436,0.03,0.04
13535,4,2006.0,9,6,0.04,0.04
13536,2,2011.0,4,101,0.04,0.04
13537,13,2010.0,6,126,0.0,0.04
13538,19,2010.0,1,230,0.0,0.04
13539,7,2004.0,0,275,0.03,0.04
13540,6,2005.0,0,564,0.03,0.04
13541,29,2003.0,11,276,0.03,0.04
13542,26,2010.0,1,275,0.04,0.04
13543,17,2012.0,1,37,0.0,0.04
13544,17,2013.0,8,367,0.02,0.04
13545,23,1995.0,4,63,0.0,0.04
13546,28,2011.0,10,273,0.0,0.04
13547,6,2004.0,7,524,0.03,0.04
13548,4,2010.0,5,162,0.04,0.04
13549,26,2007.0,8,381,0.04,0.04
13550,6,2002.0,8,60,0.03,0.04
13551,13,2011.0,0,51,0.01,0.04
13552,17,2011.0,3,370,0.03,0.04
13553,15,1998.0,2,438,0.0,0.04
13554,2,2015.0,0,347,0.0,0.04
13555,28,2006.0,2,524,0.04,0.04
13556,19,2012.0,7,98,0.0,0.04
13557,4,2006.0,0,291,0.0,0.04
13558,19,2011.0,1,7,0.0,0.04
13559,19,2009.0,1,461,0.0,0.04
13560,16,2006.0,1,275,0.0,0.04
13561,19,2009.0,3,37,0.0,0.04
13562,13,2016.0,1,464,0.01,0.04
13563,13,2007.0,6,138,0.0,0.04
13564,4,2008.0,0,492,0.0,0.04
13565,17,2012.0,4,109,0.0,0.04
13566,13,2015.0,10,275,0.0,0.04
13567,4,2008.0,1,461,0.0,0.04
13568,16,2001.0,9,146,0.0,0.04
13569,20,2012.0,7,281,0.0,0.04
13570,15,1998.0,0,241,0.02,0.04
13571,29,2004.0,10,101,0.03,0.04
13572,6,2002.0,3,524,0.03,0.04
13573,16,2004.0,1,445,0.02,0.04
13574,26,2010.0,4,158,0.04,0.04
13575,16,2005.0,0,543,0.02,0.04
13576,16,2008.0,1,230,0.0,0.04
13577,28,2009.0,10,5,0.0,0.04
13578,29,2003.0,6,17,0.03,0.04
13579,19,2008.0,2,301,0.0,0.04
13580,16,2006.0,2,347,0.0,0.04
13581,19,2010.0,1,30,0.0,0.04
13582,2,2011.0,10,112,0.0,0.04
13583,4,2009.0,0,492,0.0,0.04
13584,19,2006.0,3,275,0.02,0.04
13585,26,2011.0,4,528,0.0,0.04
13586,29,2005.0,10,198,0.03,0.04
13587,26,2009.0,10,427,0.02,0.04
13588,17,2013.0,9,347,0.0,0.04
13589,26,2006.0,0,487,0.04,0.04
13590,26,2008.0,0,499,0.04,0.04
13591,6,2001.0,0,485,0.03,0.04
13592,26,2008.0,8,409,0.04,0.04
13593,4,2011.0,0,87,0.0,0.04
13594,4,2008.0,1,280,0.04,0.04
13595,13,2008.0,0,288,0.02,0.04
13596,2,2016.0,3,166,0.0,0.04
13597,4,2006.0,1,301,0.0,0.04
13598,2,2014.0,0,166,0.0,0.04
13599,4,2009.0,5,378,0.04,0.04
13600,6,2002.0,0,21,0.03,0.04
13601,29,2006.0,6,138,0.03,0.04
13602,20,2016.0,0,362,0.0,0.04
13603,15,2000.0,9,275,0.02,0.04
13604,16,2001.0,0,324,0.0,0.04
13605,4,2010.0,0,257,0.0,0.04
13606,26,2007.0,8,467,0.04,0.04
13607,17,2013.0,2,347,0.0,0.04
13608,29,2004.0,4,198,0.03,0.04
13609,28,2010.0,8,296,0.04,0.04
13610,16,2009.0,9,275,0.0,0.04
13611,16,2002.0,10,138,0.0,0.04
13612,4,2009.0,9,6,0.04,0.04
13613,15,2001.0,10,4,0.02,0.04
13614,18,2016.0,3,37,0.0,0.04
13615,19,2004.0,5,232,0.0,0.04
13616,13,2006.0,9,138,0.01,0.04
13617,2,2011.0,3,359,0.0,0.04
13618,29,2003.0,2,224,0.03,0.04
13619,4,2007.0,5,524,0.03,0.04
13620,17,2016.0,0,347,0.0,0.04
13621,29,2002.0,10,321,0.03,0.04
13622,13,2002.0,9,138,0.01,0.04
13623,13,2004.0,11,46,0.0,0.04
13624,20,2014.0,1,262,0.0,0.04
13625,4,2011.0,8,120,0.04,0.04
13626,7,2003.0,10,325,0.03,0.04
13627,19,2007.0,0,99,0.04,0.04
13628,4,2005.0,3,445,0.0,0.04
13629,4,2007.0,7,207,0.0,0.04
13630,13,2001.0,11,138,0.0,0.04
13631,13,2011.0,1,524,0.01,0.04
13632,26,2012.0,0,170,0.0,0.04
13633,13,2009.0,11,487,0.0,0.04
13634,26,2008.0,4,409,0.04,0.04
13635,26,2010.0,3,70,0.04,0.04
13636,19,2005.0,7,85,0.0,0.04
13637,29,2006.0,10,493,0.03,0.04
13638,13,2008.0,0,85,0.01,0.04
13639,19,2011.0,1,230,0.0,0.04
13640,4,2006.0,3,359,0.0,0.04
13641,4,2009.0,9,6,0.04,0.04
13642,4,2011.0,5,528,0.0,0.04
13643,26,2010.0,1,160,0.0,0.04
13644,29,2005.0,8,438,0.03,0.04
13645,19,2012.0,0,347,0.0,0.04
13646,26,2007.0,2,6,0.03,0.04
13647,18,2016.0,0,464,0.0,0.04
13648,19,2006.0,3,493,0.04,0.04
13649,17,2015.0,2,347,0.0,0.04
13650,30,2016.0,0,501,0.02,0.04
13651,7,2004.0,2,53,0.03,0.04
13652,2,2013.0,0,347,0.0,0.04
13653,2,2015.0,0,524,0.03,0.04
13654,4,2007.0,9,432,0.0,0.04
13655,19,2011.0,7,362,0.0,0.04
13656,19,2006.0,6,347,0.04,0.04
13657,19,2009.0,0,461,0.0,0.04
13658,13,2006.0,11,524,0.0,0.04
13659,4,2008.0,7,200,0.04,0.04
13660,4,2008.0,3,347,0.0,0.04
13661,19,2008.0,0,275,0.04,0.04
13662,13,2011.0,10,445,0.0,0.04
13663,26,2008.0,5,57,0.04,0.04
13664,13,2009.0,11,29,0.0,0.04
13666,19,2010.0,1,412,0.0,0.04
13667,16,2000.0,3,499,0.02,0.04
13668,17,2008.0,6,481,0.0,0.04
13669,19,2005.0,5,455,0.04,0.04
13670,16,2007.0,10,275,0.0,0.04
13671,13,2012.0,10,493,0.04,0.04
13673,23,1996.0,7,144,0.0,0.04
13674,4,2008.0,6,481,0.03,0.04
13676,18,2015.0,2,301,0.01,0.04
13677,13,2005.0,11,137,0.0,0.04
13678,4,2006.0,0,111,0.04,0.04
13679,4,2008.0,9,275,0.0,0.04
13680,19,2010.0,1,263,0.0,0.04
13681,28,2011.0,1,501,0.01,0.04
13682,13,2009.0,3,445,0.0,0.04
13683,2,2012.0,3,524,0.04,0.04
13684,16,2005.0,10,575,0.02,0.04
13685,19,2011.0,1,7,0.0,0.04
13686,13,2013.0,8,85,0.0,0.04
13687,4,2010.0,9,487,0.04,0.04
13688,19,2007.0,6,70,0.03,0.04
13689,29,2004.0,9,198,0.03,0.04
13690,16,2008.0,1,107,0.0,0.04
13691,4,2010.0,7,347,0.0,0.04
13692,13,2003.0,11,323,0.01,0.04
13693,28,2012.0,2,89,0.04,0.04
13694,16,2001.0,8,4,0.02,0.04
13695,15,1998.0,10,275,0.0,0.04
13696,4,2007.0,10,191,0.0,0.04
13697,6,2004.0,0,138,0.03,0.04
13698,19,2011.0,1,230,0.0,0.04
13699,19,2006.0,3,499,0.03,0.04
13700,4,2009.0,5,347,0.0,0.04
13701,29,2005.0,2,85,0.03,0.04
13702,18,2016.0,11,493,0.01,0.04
13703,13,2007.0,11,487,0.01,0.04
13704,15,1995.0,8,413,0.02,0.04
13705,19,2012.0,7,461,0.0,0.04
13706,28,2007.0,5,407,0.04,0.04
13707,15,1998.0,10,177,0.02,0.04
13708,10,2000.0,10,275,0.04,0.04
13709,13,2011.0,11,528,0.0,0.04
13710,10,1998.0,10,275,0.04,0.04
13711,17,2010.0,10,499,0.0,0.04
13712,4,2010.0,0,347,0.0,0.04
13713,19,2007.0,8,543,0.03,0.04
13714,19,2006.0,6,445,0.03,0.04
13715,21,1996.0,1,452,0.0,0.04
13716,21,1994.0,10,445,0.0,0.04
13717,20,2012.0,0,275,0.0,0.04
13718,16,2005.0,0,487,0.02,0.04
13719,4,2009.0,8,566,0.04,0.04
13720,17,2011.0,10,381,0.0,0.04
13721,19,2011.0,1,230,0.0,0.04
13722,23,1995.0,7,118,0.0,0.04
13723,29,2005.0,11,493,0.03,0.04
13724,13,2011.0,6,1,0.0,0.04
13725,19,2012.0,0,230,0.0,0.04
13726,7,2002.0,10,21,0.03,0.04
13727,2,2011.0,7,166,0.0,0.04
13728,26,2010.0,6,122,0.04,0.04
13729,28,2011.0,8,30,0.0,0.04
13730,4,2012.0,0,184,0.0,0.04
13731,28,2012.0,10,493,0.04,0.04
13732,13,2003.0,0,493,0.0,0.04
13734,19,2009.0,0,275,0.0,0.04
13735,23,1995.0,6,63,0.0,0.04
13736,26,2010.0,10,528,0.03,0.04
13737,26,2010.0,3,541,0.04,0.04
13738,10,1999.0,11,347,0.0,0.04
13739,10,1999.0,6,524,0.03,0.04
13740,10,1999.0,11,241,0.03,0.04
13741,10,1999.0,6,238,0.03,0.04
13742,10,2000.0,4,241,0.03,0.04
13743,6,2003.0,4,53,0.03,0.04
13744,10,1998.0,2,275,0.03,0.04
13745,16,2003.0,0,491,0.0,0.04
13746,19,2012.0,0,19,0.0,0.04
13747,7,2002.0,4,487,0.03,0.04
13748,19,2011.0,7,499,0.0,0.04
13749,4,2007.0,5,126,0.01,0.04
13750,29,2005.0,11,91,0.03,0.04
13751,13,2012.0,0,85,0.0,0.04
13752,19,2012.0,10,19,0.0,0.04
13753,28,2007.0,0,499,0.03,0.04
13754,4,2005.0,10,296,0.04,0.04
13755,15,1998.0,8,347,0.02,0.04
13756,4,2010.0,3,524,0.04,0.04
13757,17,2012.0,6,528,0.04,0.04
13758,19,2009.0,7,455,0.0,0.04
13759,18,2014.0,0,455,0.0,0.04
13760,19,2013.0,10,445,0.0,0.04
13761,17,2007.0,1,445,0.0,0.04
13762,4,2009.0,5,88,0.04,0.04
